	domain	phylum	class	order	family	genus	species
ASV_2998	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_2999	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Parvibaculales_2	Parvibaculaceae_2	Mf105b01_2	NA
ASV_3000	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Colwelliaceae_2	Thalassotalea_2	NA
ASV_3001	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NRL2_2	Incertae Sedis_403	Incertae Sedis_796	NA
ASV_3002	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_3003	NA	NA	NA	NA	NA	NA	NA
ASV_3004	NA	NA	NA	NA	NA	NA	NA
ASV_3005	Bacteria	AncK6	Incertae Sedis_8	Incertae Sedis_39	Incertae Sedis_104	Incertae Sedis_181	NA
ASV_3006	NA	NA	NA	NA	NA	NA	NA
ASV_3007	NA	NA	NA	NA	NA	NA	NA
ASV_3008	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
ASV_3009	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae Sedis_21	Incertae Sedis_36	NA
ASV_3010	NA	NA	NA	NA	NA	NA	NA
ASV_3011	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3012	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3013	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_3014	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3015	NA	NA	NA	NA	NA	NA	NA
ASV_3016	NA	NA	NA	NA	NA	NA	NA
ASV_3017	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_3018	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3019	NA	NA	NA	NA	NA	NA	NA
ASV_3020	NA	NA	NA	NA	NA	NA	NA
ASV_3021	Bacteria	Myxococcota	Polyangiia	Polyangiales_2	BIrii41_2	Incertae Sedis_614	NA
ASV_3022	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_3023	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3024	NA	NA	NA	NA	NA	NA	NA
ASV_3025	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3026	NA	NA	NA	NA	NA	NA	NA
ASV_3027	NA	NA	NA	NA	NA	NA	NA
ASV_3028	NA	NA	NA	NA	NA	NA	NA
ASV_3029	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3030	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3031	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3032	NA	NA	NA	NA	NA	NA	NA
ASV_3033	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3034	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3035	NA	NA	NA	NA	NA	NA	NA
ASV_3036	NA	NA	NA	NA	NA	NA	NA
ASV_3037	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3038	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Thalassobaculales_2	Nisaeaceae_2	Nisaea_2	NA
ASV_3039	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3040	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_3041	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Spongiibacteraceae_2	NA	NA
ASV_3042	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3043	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Incertae Sedis_743	NA
ASV_3044	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3045	NA	NA	NA	NA	NA	NA	NA
ASV_3046	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Incertae Sedis_378	NA
ASV_3047	NA	NA	NA	NA	NA	NA	NA
ASV_3048	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_3049	NA	NA	NA	NA	NA	NA	NA
ASV_3050	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3051	NA	NA	NA	NA	NA	NA	NA
ASV_3052	NA	NA	NA	NA	NA	NA	NA
ASV_3053	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Methyloligellaceae_2	Incertae Sedis_781	NA
ASV_3054	NA	NA	NA	NA	NA	NA	NA
ASV_3055	NA	NA	NA	NA	NA	NA	NA
ASV_3056	NA	NA	NA	NA	NA	NA	NA
ASV_3057	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_3058	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Beggiatoales_2	Leucotrichaceae	Incertae Sedis_844	NA
ASV_3059	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Idiomarinaceae_2	Idiomarina_2	NA
ASV_3060	NA	NA	NA	NA	NA	NA	NA
ASV_3061	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3062	NA	NA	NA	NA	NA	NA	NA
ASV_3063	NA	NA	NA	NA	NA	NA	NA
ASV_3064	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Incertae Sedis_80	Incertae Sedis_117	NA
ASV_3065	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3066	NA	NA	NA	NA	NA	NA	NA
ASV_3067	NA	NA	NA	NA	NA	NA	NA
ASV_3068	NA	NA	NA	NA	NA	NA	NA
ASV_3069	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3070	NA	NA	NA	NA	NA	NA	NA
ASV_3071	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_3072	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis_238	UBA12411	NA
ASV_3073	NA	NA	NA	NA	NA	NA	NA
ASV_3074	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_3075	NA	NA	NA	NA	NA	NA	NA
ASV_3076	NA	NA	NA	NA	NA	NA	NA
ASV_3077	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3078	NA	NA	NA	NA	NA	NA	NA
ASV_3079	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3080	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_3081	NA	NA	NA	NA	NA	NA	NA
ASV_3082	NA	NA	NA	NA	NA	NA	NA
ASV_3083	NA	NA	NA	NA	NA	NA	NA
ASV_3084	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3085	Bacteria	Actinomycetota	Acidimicrobiia_2	NA	NA	NA	NA
ASV_3086	Bacteria	Planctomycetota	Pla3 lineage	Incertae Sedis_135	Incertae Sedis_383	Incertae Sedis_737	NA
ASV_3087	NA	NA	NA	NA	NA	NA	NA
ASV_3088	NA	NA	NA	NA	NA	NA	NA
ASV_3089	NA	NA	NA	NA	NA	NA	NA
ASV_3090	NA	NA	NA	NA	NA	NA	NA
ASV_3091	NA	NA	NA	NA	NA	NA	NA
ASV_3092	NA	NA	NA	NA	NA	NA	NA
ASV_3093	NA	NA	NA	NA	NA	NA	NA
ASV_3094	NA	NA	NA	NA	NA	NA	NA
ASV_3095	NA	NA	NA	NA	NA	NA	NA
ASV_3096	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Steroidobacterales_2	Woeseiaceae_2	Woeseia_2	NA
ASV_3097	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Coxiellales_2	Coxiellaceae_2	Coxiella_2	NA
ASV_3098	Bacteria	Chloroflexota	Anaerolineae_2	Aggregatilineales	A4b_2	Incertae Sedis_415	NA
ASV_3099	NA	NA	NA	NA	NA	NA	NA
ASV_3100	NA	NA	NA	NA	NA	NA	NA
ASV_3101	NA	NA	NA	NA	NA	NA	NA
ASV_3102	NA	NA	NA	NA	NA	NA	NA
ASV_3103	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Pelagibacterales	NA	NA	NA
ASV_3104	NA	NA	NA	NA	NA	NA	NA
ASV_3105	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Kangiellaceae_2	Aliikangiella_2	NA
ASV_3106	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Incertae Sedis_28	Incertae Sedis_44	NA
ASV_3107	Bacteria	Myxococcota	Polyangiia	Haliangiales_2	Haliangiaceae_2	NA	NA
ASV_3108	NA	NA	NA	NA	NA	NA	NA
ASV_3109	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Salinisphaerales_2	Salinisphaeraceae_2	Salinisphaera_2	NA
ASV_3110	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3111	NA	NA	NA	NA	NA	NA	NA
ASV_3112	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_3113	NA	NA	NA	NA	NA	NA	NA
ASV_3114	NA	NA	NA	NA	NA	NA	NA
ASV_3115	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodospirillales_2	Magnetospiraceae_2	Magnetospira_2	NA
ASV_3116	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_3117	NA	NA	NA	NA	NA	NA	NA
ASV_3118	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Incertae Sedis_143	Incertae Sedis_439	Incertae Sedis_916	NA
ASV_3119	NA	NA	NA	NA	NA	NA	NA
ASV_3120	NA	NA	NA	NA	NA	NA	NA
ASV_3121	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3122	NA	NA	NA	NA	NA	NA	NA
ASV_3123	NA	NA	NA	NA	NA	NA	NA
ASV_3124	NA	NA	NA	NA	NA	NA	NA
ASV_3125	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Rhizobiaceae_2	Aquamicrobium_2	NA
ASV_3126	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3127	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_3128	NA	NA	NA	NA	NA	NA	NA
ASV_3129	NA	NA	NA	NA	NA	NA	NA
ASV_3130	NA	NA	NA	NA	NA	NA	NA
ASV_3131	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3132	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_3133	NA	NA	NA	NA	NA	NA	NA
ASV_3134	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Incertae Sedis_56	Incertae Sedis_160	Incertae Sedis_396	NA
ASV_3135	Bacteria	Pseudomonadota	Gammaproteobacteria_2	SZB50_2	Incertae Sedis_462	Incertae Sedis_966	NA
ASV_3136	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_3137	NA	NA	NA	NA	NA	NA	NA
ASV_3138	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Salinisphaerales_2	Nevskiaceae	NA	NA
ASV_3139	NA	NA	NA	NA	NA	NA	NA
ASV_3140	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3141	NA	NA	NA	NA	NA	NA	NA
ASV_3142	NA	NA	NA	NA	NA	NA	NA
ASV_3143	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3144	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NA
ASV_3145	NA	NA	NA	NA	NA	NA	NA
ASV_3146	NA	NA	NA	NA	NA	NA	NA
ASV_3147	NA	NA	NA	NA	NA	NA	NA
ASV_3148	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	Rubritaleaceae_2	Rubritalea_2	NA
ASV_3149	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_3150	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_3151	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Incertae Sedis_331	NA
ASV_3152	NA	NA	NA	NA	NA	NA	NA
ASV_3153	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	NA	NA	NA
ASV_3154	NA	NA	NA	NA	NA	NA	NA
ASV_3155	NA	NA	NA	NA	NA	NA	NA
ASV_3156	NA	NA	NA	NA	NA	NA	NA
ASV_3157	NA	NA	NA	NA	NA	NA	NA
ASV_3158	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Vibrionaceae_2	NA	NA
ASV_3159	NA	NA	NA	NA	NA	NA	NA
ASV_3160	NA	NA	NA	NA	NA	NA	NA
ASV_3161	NA	NA	NA	NA	NA	NA	NA
ASV_3162	NA	NA	NA	NA	NA	NA	NA
ASV_3163	NA	NA	NA	NA	NA	NA	NA
ASV_3164	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3165	NA	NA	NA	NA	NA	NA	NA
ASV_3166	NA	NA	NA	NA	NA	NA	NA
ASV_3167	NA	NA	NA	NA	NA	NA	NA
ASV_3168	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	Incertae Sedis_95	Incertae Sedis_260	Incertae Sedis_571	NA
ASV_3169	Bacteria	Chloroflexota	Anaerolineae_2	Caldilineales_2	Caldilineaceae_2	Incertae Sedis_422	NA
ASV_3170	NA	NA	NA	NA	NA	NA	NA
ASV_3171	NA	NA	NA	NA	NA	NA	NA
ASV_3172	NA	NA	NA	NA	NA	NA	NA
ASV_3173	Bacteria	PAUC34f	Incertae Sedis_40	Incertae Sedis_130	Incertae Sedis_366	Incertae Sedis_706	NA
ASV_3174	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3175	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_3176	NA	NA	NA	NA	NA	NA	NA
ASV_3177	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_3178	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae Sedis_21	Incertae Sedis_36	NA
ASV_3179	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_3180	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3181	NA	NA	NA	NA	NA	NA	NA
ASV_3182	NA	NA	NA	NA	NA	NA	NA
ASV_3183	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	KI89A clade_2	Incertae Sedis_945	NA
ASV_3184	NA	NA	NA	NA	NA	NA	NA
ASV_3185	NA	NA	NA	NA	NA	NA	NA
ASV_3186	NA	NA	NA	NA	NA	NA	NA
ASV_3187	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Ga0077536_2	Incertae Sedis_432	Incertae Sedis_906	NA
ASV_3188	NA	NA	NA	NA	NA	NA	NA
ASV_3189	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_3190	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales_2	Pedosphaeraceae_2	NA	NA
ASV_3191	NA	NA	NA	NA	NA	NA	NA
ASV_3192	NA	NA	NA	NA	NA	NA	NA
ASV_3193	NA	NA	NA	NA	NA	NA	NA
ASV_3194	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Methyloligellaceae_2	Methyloceanibacter_2	NA
ASV_3195	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3196	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3197	NA	NA	NA	NA	NA	NA	NA
ASV_3198	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3199	NA	NA	NA	NA	NA	NA	NA
ASV_3200	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	KI89A clade_2	Incertae Sedis_945	NA
ASV_3201	NA	NA	NA	NA	NA	NA	NA
ASV_3202	NA	NA	NA	NA	NA	NA	NA
ASV_3203	NA	NA	NA	NA	NA	NA	NA
ASV_3204	NA	NA	NA	NA	NA	NA	NA
ASV_3205	Bacteria	Margulisbacteria	Incertae Sedis_32	Incertae Sedis_104	Incertae Sedis_271	Incertae Sedis_595	NA
ASV_3206	NA	NA	NA	NA	NA	NA	NA
ASV_3207	NA	NA	NA	NA	NA	NA	NA
ASV_3208	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA	NA
ASV_3209	NA	NA	NA	NA	NA	NA	NA
ASV_3210	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_3211	NA	NA	NA	NA	NA	NA	NA
ASV_3212	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3213	NA	NA	NA	NA	NA	NA	NA
ASV_3214	NA	NA	NA	NA	NA	NA	NA
ASV_3215	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Nitrincolaceae_2	Incertae Sedis_948	NA
ASV_3216	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Piscirickettsiales_2	Piscirickettsiaceae_2	Candidatus Endoecteinascidia_2	NA
ASV_3217	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3218	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3219	Bacteria	Pseudomonadota	Gammaproteobacteria_2	F9P41300-M23_2	Incertae Sedis_430	Incertae Sedis_903	NA
ASV_3220	NA	NA	NA	NA	NA	NA	NA
ASV_3221	NA	NA	NA	NA	NA	NA	NA
ASV_3222	NA	NA	NA	NA	NA	NA	NA
ASV_3223	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rickettsiales_2	Rickettsiaceae_2	Incertae Sedis_824	NA
ASV_3224	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3225	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Incertae Sedis_124	NA
ASV_3226	Bacteria	Latescibacterota	Incertae Sedis_30	Incertae Sedis_102	Incertae Sedis_269	Incertae Sedis_592	NA
ASV_3227	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_3228	NA	NA	NA	NA	NA	NA	NA
ASV_3229	Bacteria	Chloroflexota	JG30-KF-CM66_2	Incertae Sedis_64	Incertae Sedis_207	Incertae Sedis_465	NA
ASV_3230	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3231	NA	NA	NA	NA	NA	NA	NA
ASV_3232	NA	NA	NA	NA	NA	NA	NA
ASV_3233	Bacteria	Planctomycetota	Pla3 lineage	Incertae Sedis_135	Incertae Sedis_383	Incertae Sedis_737	NA
ASV_3234	NA	NA	NA	NA	NA	NA	NA
ASV_3235	NA	NA	NA	NA	NA	NA	NA
ASV_3236	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Nitrincolaceae_2	Amphritea_2	NA
ASV_3237	NA	NA	NA	NA	NA	NA	NA
ASV_3238	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3239	NA	NA	NA	NA	NA	NA	NA
ASV_3240	NA	NA	NA	NA	NA	NA	NA
ASV_3241	NA	NA	NA	NA	NA	NA	NA
ASV_3242	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_3243	NA	NA	NA	NA	NA	NA	NA
ASV_3244	NA	NA	NA	NA	NA	NA	NA
ASV_3245	NA	NA	NA	NA	NA	NA	NA
ASV_3246	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3247	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3248	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	Incertae Sedis_361	NA
ASV_3249	NA	NA	NA	NA	NA	NA	NA
ASV_3250	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3251	NA	NA	NA	NA	NA	NA	NA
ASV_3252	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_3253	NA	NA	NA	NA	NA	NA	NA
ASV_3254	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_3255	NA	NA	NA	NA	NA	NA	NA
ASV_3256	NA	NA	NA	NA	NA	NA	NA
ASV_3257	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_3258	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_3259	Bacteria	Thermodesulfobacteriota	Desulfuromonadia_2	Bradymonadales_2	Incertae Sedis_483	Incertae Sedis_1008	NA
ASV_3260	NA	NA	NA	NA	NA	NA	NA
ASV_3261	NA	NA	NA	NA	NA	NA	NA
ASV_3262	NA	NA	NA	NA	NA	NA	NA
ASV_3263	NA	NA	NA	NA	NA	NA	NA
ASV_3264	NA	NA	NA	NA	NA	NA	NA
ASV_3265	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_3266	NA	NA	NA	NA	NA	NA	NA
ASV_3267	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Incertae Sedis_743	NA
ASV_3268	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Incertae Sedis_306	NA
ASV_3269	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Thalassobaculales_2	Oceanibaculaceae_2	Oceanibaculum_2	NA
ASV_3270	NA	NA	NA	NA	NA	NA	NA
ASV_3271	NA	NA	NA	NA	NA	NA	NA
ASV_3272	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3273	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_3274	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_3275	NA	NA	NA	NA	NA	NA	NA
ASV_3276	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3277	NA	NA	NA	NA	NA	NA	NA
ASV_3278	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3279	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3280	NA	NA	NA	NA	NA	NA	NA
ASV_3281	NA	NA	NA	NA	NA	NA	NA
ASV_3282	NA	NA	NA	NA	NA	NA	NA
ASV_3283	NA	NA	NA	NA	NA	NA	NA
ASV_3284	NA	NA	NA	NA	NA	NA	NA
ASV_3285	NA	NA	NA	NA	NA	NA	NA
ASV_3286	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis_238	Incertae Sedis_536	NA
ASV_3287	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_3288	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	OM27 clade_2	NA
ASV_3289	NA	NA	NA	NA	NA	NA	NA
ASV_3290	NA	NA	NA	NA	NA	NA	NA
ASV_3291	NA	NA	NA	NA	NA	NA	NA
ASV_3292	NA	NA	NA	NA	NA	NA	NA
ASV_3293	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3294	Bacteria	Planctomycetota	vadinHA49	Incertae Sedis_140	Incertae Sedis_389	Incertae Sedis_749	NA
ASV_3295	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA
ASV_3296	NA	NA	NA	NA	NA	NA	NA
ASV_3297	NA	NA	NA	NA	NA	NA	NA
ASV_3298	NA	NA	NA	NA	NA	NA	NA
ASV_3299	NA	NA	NA	NA	NA	NA	NA
ASV_3300	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3301	NA	NA	NA	NA	NA	NA	NA
ASV_3302	NA	NA	NA	NA	NA	NA	NA
ASV_3303	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3304	NA	NA	NA	NA	NA	NA	NA
ASV_3305	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Incertae Sedis_579	NA
ASV_3306	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Caulobacterales_2	Parvularculaceae_2	Incertae Sedis_763	NA
ASV_3307	NA	NA	NA	NA	NA	NA	NA
ASV_3308	NA	NA	NA	NA	NA	NA	NA
ASV_3309	NA	NA	NA	NA	NA	NA	NA
ASV_3310	Bacteria	Planctomycetota	Pla4 lineage	Incertae Sedis_136	Incertae Sedis_384	Incertae Sedis_738	NA
ASV_3311	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Incertae Sedis_537	NA
ASV_3312	NA	NA	NA	NA	NA	NA	NA
ASV_3313	NA	NA	NA	NA	NA	NA	NA
ASV_3314	NA	NA	NA	NA	NA	NA	NA
ASV_3315	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_3316	NA	NA	NA	NA	NA	NA	NA
ASV_3317	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3318	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3319	NA	NA	NA	NA	NA	NA	NA
ASV_3320	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3321	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_3322	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Incertae Sedis_342	NA
ASV_3323	Bacteria	Pseudomonadota	Gammaproteobacteria_2	EC3_2	Incertae Sedis_425	Incertae Sedis_876	NA
ASV_3324	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3325	Bacteria	Chloroflexota	Anaerolineae_2	Ardenticatenales_2	Incertae Sedis_170	Incertae Sedis_420	NA
ASV_3326	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3327	Bacteria	Myxococcota	Polyangiia	Polyangiales_2	NA	NA	NA
ASV_3328	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_3329	NA	NA	NA	NA	NA	NA	NA
ASV_3330	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_3331	NA	NA	NA	NA	NA	NA	NA
ASV_3332	NA	NA	NA	NA	NA	NA	NA
ASV_3333	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Incertae Sedis_745	NA
ASV_3334	NA	NA	NA	NA	NA	NA	NA
