	N-Amend-BR5-10-FT_S119_F_filt.fastq	N-Amend-C-T4_S125_F_filt.fastq	N-Amend-D-T4_S126_F_filt.fastq	N-Amend-T0_S124_F_filt.fastq	N-BR10-B_S107_F_filt.fastq	N-BR10-T_S108_F_filt.fastq	N-BR5-B_S99_F_filt.fastq	N-BR5-T_S100_F_filt.fastq	N-BR6-B_S101_F_filt.fastq	N-BR6-T_S102_F_filt.fastq	N-BR8-B_S103_F_filt.fastq	N-BR8-T_S104_F_filt.fastq	N-BR9-B_S105_F_filt.fastq	N-BR9-T_S106_F_filt.fastq	N-Control-A-T4_S122_F_filt.fastq	N-Control-B-T4_S123_F_filt.fastq	N-Control-T0_S121_F_filt.fastq	N-NEG_S128_F_filt.fastq
ASV_3630	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3631	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3632	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3633	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3634	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3635	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3636	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3637	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3638	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_3639	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3640	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3641	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3642	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3643	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3644	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3645	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3646	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3647	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3648	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3649	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3650	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3651	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3652	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3653	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3654	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3655	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3656	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_3657	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3658	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3659	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3660	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3661	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3662	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3663	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3664	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3665	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_3666	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3667	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3668	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3669	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3670	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3671	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3672	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3673	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0
ASV_3674	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_3675	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_3676	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_3677	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_3678	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_3679	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_3680	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_3681	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_3682	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_3683	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_3684	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_3685	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_3686	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV_3687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV_3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV_3689	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3690	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3691	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3692	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3693	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3694	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3695	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3696	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3697	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3698	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3699	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3700	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3701	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3702	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3703	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_3704	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV_3705	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3706	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3707	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3708	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3709	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3710	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3711	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3712	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3713	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3714	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3715	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3716	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3717	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3718	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3719	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3720	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3721	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_3722	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3723	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3724	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3725	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3726	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3727	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3728	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3729	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3730	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3731	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3732	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3733	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3734	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3735	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3736	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_3737	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_3738	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_3739	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_3740	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_3741	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_3742	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_3743	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_3744	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3745	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3746	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3747	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3748	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3749	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3750	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_3751	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3752	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3753	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3754	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3755	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3756	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3757	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_3758	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV_3759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_3760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_3761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV_3762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV_3763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV_3764	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3765	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3766	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3767	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3768	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3769	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3770	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3771	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3772	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3773	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3774	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3775	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3776	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3777	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3778	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3779	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3780	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3781	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3782	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3783	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_3784	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3785	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3786	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3787	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3788	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3789	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3790	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3791	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3792	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3793	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3794	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3795	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3796	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3797	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3798	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3799	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_3800	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0
ASV_3801	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3802	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3803	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3804	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3805	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3806	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3807	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3808	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3809	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_3810	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_3811	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_3812	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3813	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3814	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3815	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3816	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3817	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3818	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3819	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3820	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3821	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3822	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3823	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3824	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3825	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3826	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3827	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3828	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3829	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_3830	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_3831	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_3832	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_3833	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_3834	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_3835	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_3836	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_3837	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_3838	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_3839	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_3840	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_3841	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV_3842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV_3843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV_3844	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3845	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3846	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3847	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3848	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3849	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3850	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3851	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3852	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3853	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3854	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3855	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3856	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3857	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3858	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3859	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3860	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3861	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3862	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3863	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3864	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3865	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3866	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3867	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3868	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3869	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3870	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3871	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3872	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3873	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3874	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3875	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3876	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3877	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3878	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3879	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3880	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3881	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3882	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3883	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3884	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3885	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3886	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3887	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3888	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3889	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3890	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0
ASV_3891	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0
ASV_3892	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3893	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3894	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3895	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3896	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3897	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3898	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3899	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3900	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3901	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3902	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3903	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3904	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3905	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3906	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3907	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3908	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3909	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3910	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3911	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3912	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0
ASV_3913	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3914	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3915	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3916	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3917	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3918	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3919	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3920	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3921	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3922	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3923	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3924	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_3925	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_3926	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_3927	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_3928	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3929	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3930	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3931	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3932	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3933	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3934	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3935	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3936	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_3937	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_3938	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_3939	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_3940	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_3941	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_3942	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_3943	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_3944	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
